title,price,category,condition,material,description,url,combined_text,furniture_type,is_sofa,is_bed,is_table,is_chair,material_quality,material_type,length,width,height,volume,seating_capacity,is_new,is_used,condition_score,has_brand,is_imported,is_handmade,is_antique,is_modern,with_cushions,has_warranty,size_score,material_score,style_score,completeness_score,quality_score,capacity_score,price_per_volume,type_material_score
Moon wall lamp,7999.0,Furniture,New,,"Description Turn Your Walls into Art

Not just a product. . . a glow you'll feel and stories your walls will tell. 

Bring the glow of the moon into your home.",https://www.olx.com.pk/item/moon-wall-lamp-iid-1105435691,"Moon wall lamp Description Turn Your Walls into Art

Not just a product. . . a glow you'll feel and stories your walls will tell. 

Bring the glow of the moon into your home.",0,0,0,0,0,2,0,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,0,0.0,4,0,0,9,0.0,7999.0,0
never used showcase for urgent sale,20000.0,Furniture,Used,,"Description I am selling new showcase. never used due to space issue. made on order with Tali wood. selling price is 20,000/-. it can be used for jahaiz. just need polish. very strong and hard and durable. call on  (View phone number)",https://www.olx.com.pk/item/never-used-showcase-for-urgent-sale-iid-1105435706,"never used showcase for urgent sale Description I am selling new showcase. never used due to space issue. made on order with Tali wood. selling price is 20,000/-. it can be used for jahaiz. just need polish. very strong and hard and durable. call on  (View phone number)",0,0,0,0,0,3,1,26.0,20.0,0.0,0.0,0.0,1,1,5,0,0,0,0,0,0,0,0.0,7,0,0,12,0.0,20000.0,0
Nesting Center Table,22000.0,Furniture,Used,,"Description Bigh Size Center Table
Condition : New
Size : Large
Dimentions :
Length : 60inh
Width   : 30inh
Height  : 18inh",https://www.olx.com.pk/item/nesting-center-table-iid-1104218447,"Nesting Center Table Description Bigh Size Center Table
Condition : New
Size : Large
Dimentions :
Length : 60inh
Width   : 30inh
Height  : 18inh",3,0,0,1,0,2,0,26.0,20.0,0.0,0.0,0.0,1,0,5,0,0,0,0,0,0,0,0.0,4,0,0,9,0.0,22000.0,12
bed /double bed/king size bed set/bedroom furniture/bridal set/woo,29999.0,Bed,New,Wood,"Description We are manufacturing all types of Furniture on Factory Price. 

With Good Polish and Original Wood
Bed 33k
side table 12k

Also we repaint and polish your old furniture

Solid and beautiful bedroom set available in reasonable price. 

We are manufacturing all types quality furniture. 

Best and no 1 quality material used in all products. 

Graceful and decent design. Best quality and finishing

Solid wood structure and 1st quality material used. 

No compromise in quality of products and polish
Contact for more details",https://www.olx.com.pk/item/bed-double-bedking-size-bed-setbedroom-furniturebridal-setwoo-iid-1104389412,"bed /double bed/king size bed set/bedroom furniture/bridal set/woo Description We are manufacturing all types of Furniture on Factory Price. 

With Good Polish and Original Wood
Bed 33k
side table 12k

Also we repaint and polish your old furniture

Solid and beautiful bedroom set available in reasonable price. 

We are manufacturing all types quality furniture. 

Best and no 1 quality material used in all products. 

Graceful and decent design. Best quality and finishing

Solid wood structure and 1st quality material used. 

No compromise in quality of products and polish
Contact for more details",2,0,1,1,0,3,1,26.0,20.0,0.0,0.0,0.0,0,1,7,0,0,0,0,0,0,0,0.0,7,0,0,14,0.0,29999.0,14
Bed set/wooden bed/luxury bed/Bed for sale/double bed,90000.0,Bed,Used,Wood,"Description Bed set/wooden bed/luxury bed/Bed for sale/double bed/ imported bed set
we are selling complete bed set including bed with 2 side tables,big storage drawers. we are selling items because of shifting. 
No repair needed. 
Better to visit for more clarity
For more details contact here",https://www.olx.com.pk/item/bed-setwooden-bedluxury-bedbed-for-saledouble-bed-iid-1104258589,"Bed set/wooden bed/luxury bed/Bed for sale/double bed Description Bed set/wooden bed/luxury bed/Bed for sale/double bed/ imported bed set
we are selling complete bed set including bed with 2 side tables,big storage drawers. we are selling items because of shifting. 
No repair needed. 
Better to visit for more clarity
For more details contact here",2,0,1,1,0,3,1,26.0,20.0,0.0,0.0,0.0,0,0,5,0,1,0,0,0,0,0,0.0,7,2,0,12,0.0,90000.0,14
office chair  hadrulic,8000.0,Furniture,Used,,Description office chair hadrulic. bilkul oky hein 2 lever hein,https://www.olx.com.pk/item/office-chair-hadrulic-iid-1105435290,office chair  hadrulic Description office chair hadrulic. bilkul oky hein 2 lever hein,4,0,0,0,1,2,0,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,0,0.0,4,0,0,9,0.0,8000.0,16
mattress,15000.0,Bed,Used,Foam,Description 6 by 6 or 6 inch warranty card available,https://www.olx.com.pk/item/mattress-iid-1104198646,mattress Description 6 by 6 or 6 inch warranty card available,0,0,0,0,0,2,0,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,1,0.0,4,0,2,9,0.0,15000.0,0
ragg justi,20000.0,Furniture,Used,,"Description bhari/wazni 2 ragg hean siz 8×3.5
price 18000 finally
Lene khod aana hoga baldia town sector 9
0/3/4/5/2/8/4/4/8/4/3  نمبر بند ہونے کی صورت میں دوسرے دن کال کریں",https://www.olx.com.pk/item/ragg-justi-iid-1104224360,"ragg justi Description bhari/wazni 2 ragg hean siz 8×3.5
price 18000 finally
Lene khod aana hoga baldia town sector 9
0/3/4/5/2/8/4/4/8/4/3  نمبر بند ہونے کی صورت میں دوسرے دن کال کریں",0,0,0,0,0,2,0,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,0,0.0,4,0,0,9,0.0,20000.0,0
home decoration bed sheets,3500.0,Furniture,Used,,Description sub saman ke different price he is ke ilawa blanket bed sheets with wiky raziai dinner set nimko dish jug glass set tray dishes ptily pialiya plates salad k bowls plastic k lunch box cup glass unstitchd  clothes ladies gent's baby Suit socks gloves caps nightees trousers shirts blanket quran box hair curling machine makeup jewellery scarf obya second hand clothes ladies maxis scult sholder bag travel bags table plastic sheet flour plastic central qaleen chataiya chamchiya  food factory jis me,https://www.olx.com.pk/item/home-decoration-bed-sheets-iid-1104756718,home decoration bed sheets Description sub saman ke different price he is ke ilawa blanket bed sheets with wiky raziai dinner set nimko dish jug glass set tray dishes ptily pialiya plates salad k bowls plastic k lunch box cup glass unstitchd  clothes ladies gent's baby Suit socks gloves caps nightees trousers shirts blanket quran box hair curling machine makeup jewellery scarf obya second hand clothes ladies maxis scult sholder bag travel bags table plastic sheet flour plastic central qaleen chataiya chamchiya  food factory jis me,2,0,1,1,0,2,0,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,0,0.0,4,0,0,9,0.0,3500.0,8
fries counter movable 03030075623,13500.0,Furniture,Used,,"Description fries counter movable
with all smaan. 
with 12 volt lighting
with 12. volt bettry
more info 
 (View phone number)",https://www.olx.com.pk/item/fries-counter-movable-03030075623-iid-1105435311,"fries counter movable 03030075623 Description fries counter movable
with all smaan. 
with 12 volt lighting
with 12. volt bettry
more info 
 (View phone number)",0,0,0,0,0,2,0,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,0,0.0,4,0,0,9,0.0,13500.0,0
L-shaped sofa with table,25000.0,Furniture,Used,,Description L-shaped sofa with coffee table available for sale,https://www.olx.com.pk/item/l-shaped-sofa-with-table-iid-1105435320,L-shaped sofa with table Description L-shaped sofa with coffee table available for sale,1,1,0,1,0,2,0,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,0,0.0,4,0,0,9,0.0,25000.0,4
mobile counter Argant sale,25000.0,Furniture,Used,,"Description mobile counter for sale Argant 6ft 4ft2  2 piece 
abuo ja raha hn is ley sale kr raha hn",https://www.olx.com.pk/item/mobile-counter-argant-sale-iid-1105435369,"mobile counter Argant sale Description mobile counter for sale Argant 6ft 4ft2  2 piece 
abuo ja raha hn is ley sale kr raha hn",0,0,0,0,0,2,0,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,0,0.0,4,0,0,9,0.0,25000.0,0
King Bed With 2 Side Tables Best Quality In Your Choice Colours,35000.0,Bed,New,Wood,Description King Bed With 2 Side Tables Best Quality In Your Choice Colours Classic Design,https://www.olx.com.pk/item/king-bed-with-2-side-tables-best-quality-in-your-choice-colours-iid-1101925151,King Bed With 2 Side Tables Best Quality In Your Choice Colours Description King Bed With 2 Side Tables Best Quality In Your Choice Colours Classic Design,2,0,1,1,0,2,0,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,1,0,0,0,0.0,4,3,0,9,0.0,35000.0,8
EXACTIVE OFFICE TABLE,70000.0,Table,New,,"Description exactive office table UV sheet with side side rack l shape all size available 
contact.  (View phone number)",https://www.olx.com.pk/item/exactive-office-table-iid-1103981748,"EXACTIVE OFFICE TABLE Description exactive office table UV sheet with side side rack l shape all size available 
contact.  (View phone number)",3,0,0,1,0,2,0,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,0,0.0,4,0,0,9,0.0,70000.0,12
luxury drawing room sofa set,40000.0,Sofa,Used,,"Description chesterfield, track arms curved and modular sofas 7 seater",https://www.olx.com.pk/item/luxury-drawing-room-sofa-set-iid-1104227974,"luxury drawing room sofa set Description chesterfield, track arms curved and modular sofas 7 seater",1,1,0,0,0,2,0,26.0,20.0,0.0,0.0,7.0,0,0,5,0,0,0,0,0,0,0,0.0,4,0,0,9,0.0,40000.0,4
organizer + 75% lengthed mirror,15000.0,Wardrobe,Used,,"Description Dark brown, tall and slender organizer with a lengthy mirror, multiple compartments and drawers with lock! 

گہرا بھورا، لمبا اور پتلا آرگنائزر جس میں ایک لمبا آئینہ، ایک سے زیادہ کمپارٹمنٹس اور دراز لاک کے ساتھ!",https://www.olx.com.pk/item/organizer-75-lengthed-mirror-iid-1105435382,"organizer + 75% lengthed mirror Description Dark brown, tall and slender organizer with a lengthy mirror, multiple compartments and drawers with lock! 

گہرا بھورا، لمبا اور پتلا آرگنائزر جس میں ایک لمبا آئینہ، ایک سے زیادہ کمپارٹمنٹس اور دراز لاک کے ساتھ!",0,0,0,0,0,2,0,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,0,0.0,4,0,0,9,0.0,15000.0,0
Turkish Premium quality Rugs,36000.0,Furniture,New,,Description or now Whatsapp or inbox,https://www.olx.com.pk/item/turkish-premium-quality-rugs-iid-1105435386,Turkish Premium quality Rugs Description or now Whatsapp or inbox,0,0,0,0,0,2,0,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,0,0.0,4,0,0,9,0.0,36000.0,0
Iron table used with cover ( best condition),12000.0,Furniture,Used,,"Description large size 
3 adjusting options
for queries contact
 (View phone number)",https://www.olx.com.pk/item/iron-table-used-with-cover-best-condition-iid-1105435409,"Iron table used with cover ( best condition) Description large size 
3 adjusting options
for queries contact
 (View phone number)",3,0,0,1,0,3,4,26.0,20.0,0.0,0.0,0.0,0,1,5,0,0,0,0,0,0,0,0.0,10,0,0,15,0.0,12000.0,30
Sofa for sale,80000.0,Furniture,Used,,Description 10 by 10 condition without even a single scratch on it,https://www.olx.com.pk/item/sofa-for-sale-iid-1105240072,Sofa for sale Description 10 by 10 condition without even a single scratch on it,1,1,0,0,0,2,0,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,0,0.0,4,0,0,9,0.0,80000.0,4
"Study Table ,Computer Table Laptop Table Office Table Working Table",3499.0,Furniture,New,,"Description SIZE: 3×2(3,499), 4×2(6,499)
MDF SHEET (A+QUALITY)
METAL FRAME
CABLE HOLES
FURNITURE PADS

MAKE YOUR OWN SIZE OF TABLES AND WORKSTATIONS ON CUSTOMER DEMANDS. 

FOR MORE DETAILS CONTACT ON WHATSAPP. 
 (View phone number)",https://www.olx.com.pk/item/study-table-computer-table-laptop-table-office-table-working-table-iid-1082349418,"Study Table ,Computer Table Laptop Table Office Table Working Table Description SIZE: 3×2(3,499), 4×2(6,499)
MDF SHEET (A+QUALITY)
METAL FRAME
CABLE HOLES
FURNITURE PADS

MAKE YOUR OWN SIZE OF TABLES AND WORKSTATIONS ON CUSTOMER DEMANDS. 

FOR MORE DETAILS CONTACT ON WHATSAPP. 
 (View phone number)",3,0,0,1,0,3,4,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,0,0.0,10,0,0,15,0.0,3499.0,30
Blinds | Window Blinds | Zebra Blinds | Office Blinds | Roller Blinds,24500.0,Furniture,New,,"Description WELCOME TO AKHTAR INTERIOR

1. office and Home Blinds
245/=

2. Curtains 
1450/=

3. Wallpaper's 
75/=

4. PVC/WPC
100/=

5. Vinyl Floor / Wood Floor
125/=


FOR MORE UP DETAILS CONTACT US",https://www.olx.com.pk/item/blinds-window-blinds-zebra-blinds-office-blinds-roller-blinds-iid-1104253313,"Blinds | Window Blinds | Zebra Blinds | Office Blinds | Roller Blinds Description WELCOME TO AKHTAR INTERIOR

1. office and Home Blinds
245/=

2. Curtains 
1450/=

3. Wallpaper's 
75/=

4. PVC/WPC
100/=

5. Vinyl Floor / Wood Floor
125/=


FOR MORE UP DETAILS CONTACT US",0,0,0,0,0,3,1,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,0,0.0,7,0,0,12,0.0,24500.0,0
Saloon Chair/ Barber chair/Adjustable salon chair/ Classic chair,18000.0,Furniture,Used,,"Description Condition: Excellent – Used with care
Color: Black (Premium Leather Finish)
Features:

360° Rotation

Adjustable Height (Hydraulic Pump)

Soft Cushion Seat for Extra Comfort

Durable Steel Base – Long Life Guarantee


Perfect for salons, barber shops, or home use. No damage, no repairs needed – ready to use!",https://www.olx.com.pk/item/saloon-chair-barber-chairadjustable-salon-chair-classic-chair-iid-1105096527,"Saloon Chair/ Barber chair/Adjustable salon chair/ Classic chair Description Condition: Excellent – Used with care
Color: Black (Premium Leather Finish)
Features:

360° Rotation

Adjustable Height (Hydraulic Pump)

Soft Cushion Seat for Extra Comfort

Durable Steel Base – Long Life Guarantee


Perfect for salons, barber shops, or home use. No damage, no repairs needed – ready to use!",3,0,0,1,1,4,2,26.0,20.0,0.0,0.0,0.0,0,1,9,0,0,0,1,0,1,0,0.0,10,3,1,19,0.0,18000.0,30
dining table set/dining chairs/dining set (manufacturers )(,46000.0,Furniture,Used,,"Description structure purely shisham wood polish or cushion cover on demand
warranty foam demak or joints 10 years

Haider Ali",https://www.olx.com.pk/item/dining-table-setdining-chairsdining-set-manufacturers-iid-1105435183,"dining table set/dining chairs/dining set (manufacturers )( Description structure purely shisham wood polish or cushion cover on demand
warranty foam demak or joints 10 years

Haider Ali",3,0,0,1,1,3,1,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,1,1,0.0,7,0,3,12,0.0,46000.0,21
Sofa Sail,50000.0,Sofa,New,,"Description Sofa Set for Sale – Excellent Condition
3-seater + 2 chairs | Comfortable cushions | Hard wood frame
 Only 1 year used
 Neat & Clean
 No damages
 Location: Karachi. Gulshan e Iqbal block 6-- main university road karachi
 Demand: Rs.  50,000

Serious buyers contact inbox or WhatsApp:  (Chat with seller)",https://www.olx.com.pk/item/sofa-sail-iid-1105435185,"Sofa Sail Description Sofa Set for Sale – Excellent Condition
3-seater + 2 chairs | Comfortable cushions | Hard wood frame
 Only 1 year used
 Neat & Clean
 No damages
 Location: Karachi. Gulshan e Iqbal block 6-- main university road karachi
 Demand: Rs.  50,000

Serious buyers contact inbox or WhatsApp:  (Chat with seller)",1,1,0,1,1,3,1,26.0,20.0,0.0,0.0,0.0,0,1,9,0,0,0,0,0,1,0,0.0,7,0,1,16,0.0,50000.0,7
1 week Salle,25000.0,Furniture,Used,,Description goladan brown collar discopainte,https://www.olx.com.pk/item/1-week-salle-iid-1105435188,1 week Salle Description goladan brown collar discopainte,0,0,0,0,0,2,0,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,0,0.0,4,0,0,9,0.0,25000.0,0
New bed set urgent sale,40000.0,Bed,New,Others,"Description 1 week pahly lia
Ha urjent sale
Larna ha 
New
Ha bilkul",https://www.olx.com.pk/item/new-bed-set-urgent-sale-iid-1105435197,"New bed set urgent sale Description 1 week pahly lia
Ha urjent sale
Larna ha 
New
Ha bilkul",2,0,1,0,0,2,0,26.0,20.0,0.0,0.0,0.0,1,0,5,0,0,0,0,0,0,0,0.0,4,0,0,9,0.0,40000.0,8
BRAND NEW BED,40000.0,Bed,Used,Others,"Description 1month use h Sirf 
bed 
2 side tables with dressing",https://www.olx.com.pk/item/brand-new-bed-iid-1105435212,"BRAND NEW BED Description 1month use h Sirf 
bed 
2 side tables with dressing",2,0,1,1,0,2,0,26.0,20.0,0.0,0.0,0.0,1,0,10,0,0,0,0,0,0,0,0.0,4,0,0,14,0.0,40000.0,8
"Sofa Set 1,2 & 3 seaters",75000.0,Sofa,Used,,"Description Sofa set 1, 2 & 3 seaters. 
3 years used. Condition is very good. Never repaired. Dark Brown. Want to sell immediately. Reasonable price.",https://www.olx.com.pk/item/sofa-set-12-3-seaters-iid-1105435226,"Sofa Set 1,2 & 3 seaters Description Sofa set 1, 2 & 3 seaters. 
3 years used. Condition is very good. Never repaired. Dark Brown. Want to sell immediately. Reasonable price.",1,1,0,0,0,2,0,26.0,20.0,0.0,0.0,3.0,0,1,7,0,0,0,0,0,0,0,0.0,4,0,0,11,0.0,75000.0,4
4 doors wardrobe plus high capacity with up side,35000.0,Wardrobe,Used,,Description urgent sale for house shifting,https://www.olx.com.pk/item/4-doors-wardrobe-plus-high-capacity-with-up-side-iid-1105435240,4 doors wardrobe plus high capacity with up side Description urgent sale for house shifting,5,0,0,0,0,2,0,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,0,0.0,4,0,0,9,0.0,35000.0,20
