title,price,brand,model,condition,type,description,url,processor_tier,processor_brand,processor_generation,ram,storage,storage_type_score,gpu_tier,has_dedicated_gpu,screen_size,is_fullhd,is_4k,is_2k,is_gaming,is_touchscreen,is_2in1,has_ssd,has_hdd,battery_wh,is_new,is_used,condition_score,has_warranty,brand_premium,model_year,has_backlit,processor_score,storage_score,graphics_score,gaming_score,portability_score,features_score,capacity_score,age,age_factor,premium_spec_score
Lenovo ThinkPad X13 (Core:i5-10 th Generation)(16-256GB),62000.0,Lenovo,ThinkPad,Used,Business,"Description **** Welcome Dream Laptops ****
Model	
Thinkpad X13

OS Version	
Windows 11 Pro

Processor	
Core i5 10th Generation

Processor Speed	
10210U Core i5 1.6 GHz base frequency, up to 4.2 GHz base with Intel® Turbo Boost

Processor Cache	
6 MB

Ram	
16GB

Ram Type	
DDR4

Max Ram	
32GB

SSD	
256GB NVME

Screen Size	
13.3 inch

Screen Resolution	
1920*1080 Full HD IPS Display

Graphics Card	
Integrated Graphics

Graphics Card Details	
Intel® UHD Graphics

Graphics Card Memory	
System Shared

Finger Print Reader	
Yes

Backlit Keyboard	
No

Bluetooth	
Yes

Lan	
No

Wifi	
Yes

HDMI	
Yes

Webcam	
Yes, HD Cam

Super Speed USB 3.2	
2 Ports

USB Type C	
2 Thunderbolt™ 3 with Power Delivery and DisplayPort

30 Days Warranty
Original pictures attached 
Ask for more pictures or video if you need
100% Imported laptop, Never Used locally 

Location:
DREAM LAPTOPS
Shop # 5, 2nd Floor 
Mobile Center Technology (MCT PLAZA)
Adjacent to Hafeez Center Gate# 1
Main Boulevard Gulberg 3, Lahore
Mobile & WhatsApp 0/3/3/0/5/7/1/0/0/5/5",https://www.olx.com.pk/item/lenovo-thinkpad-x13-corei5-10-th-generation16-256gb-iid-1105435798,3,1,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0,11.0,5.12,0,10.0,7.800000000000001,0,11.236,,,88.67999999999999
Lenovo Chromebook Only 18500,18500.0,Lenovo,ThinkPad,Used,Chromebook,"Description Lenovo 300e Chromebook 
Intel Celeron processor 
RAM 4GB
SSD 32GB
good condition",https://www.olx.com.pk/item/lenovo-chromebook-only-18500-iid-1105436024,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,73.67999999999999
Lenovo ThinkPad X13 (Core i5-10th Generation)(16-256GB),62000.0,Lenovo,ThinkPad,Used,Business,"Description **** Welcome Dream Laptops ****
Model	
Thinkpad X13

OS Version	
Windows 11 Pro

Processor	
Core i5 10th Generation

Processor Speed	
10210U Core i5 1.6 GHz base frequency, up to 4.2 GHz base with Intel® Turbo Boost

Processor Cache	
6 MB

Ram	
16GB

Ram Type	
DDR4

Max Ram	
32GB

SSD	
256GB NVME

Screen Size	
13.3 inch

Screen Resolution	
1920*1080 Full HD IPS Display

Graphics Card	
Integrated Graphics

Graphics Card Details	
Intel® UHD Graphics

Graphics Card Memory	
System Shared

Finger Print Reader	
Yes

Backlit Keyboard	
No

Bluetooth	
Yes

Lan	
No

Wifi	
Yes

HDMI	
Yes

Webcam	
Yes, HD Cam

Super Speed USB 3.2	
2 Ports

USB Type C	
2 Thunderbolt™ 3 with Power Delivery and DisplayPort

30 Days Warranty
Original pictures attached 
Ask for more pictures or video if you need
100% Imported laptop, Never Used locally 

Location:
DREAM LAPTOPS
Shop # 5, 2nd Floor 
Mobile Center Technology (MCT PLAZA)
Adjacent to Hafeez Center Gate# 1
Main Boulevard Gulberg 3, Lahore
Mobile & WhatsApp 0/3/3/0/5/7/1/0/0/5/5",https://www.olx.com.pk/item/lenovo-thinkpad-x13-core-i5-10th-generation16-256gb-iid-1105436043,3,1,10,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0,26.0,5.12,0,10.0,7.800000000000001,0,15.736,,,133.68
core i5 5th jeration,25000.0,HP,Others,New,Laptop,Description HP core five 5th jern laptop ergent sell condition 10/9 battery timing 4 house,https://www.olx.com.pk/item/core-i5-5th-jeration-iid-1105436071,3,1,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0,11.0,5.12,0,10.0,7.800000000000001,0,11.236,,,29.56
Air M1 2020 8 gb 256 gb 9/10 condition,15800.0,Apple,MacBook Air,Used,MacBook,"Description Air m1 2020 year model
8 gb ram 
256 gb storage 

Condition is very good

Battery cycles are around 50
Health is : 100% 

No major dent and scratch
Few scratches on bottom of laptop but not visible from front",https://www.olx.com.pk/item/air-m1-2020-8-gb-256-gb-910-condition-iid-1103208003,5,3,11,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,9,0,1,2020.0,0,37.5,5.12,0,14.0,7.800000000000001,0,19.186,5.0,0.4723665527410147,56.06
Macbook M1 Pro | Macbook | M1 Pro | macbook,33500.0,Apple,MacBook Pro,Used,MacBook,"Description macbook Pro M1 Pro 2021 16 inch
16G 32GB RAM 
512GB 1TB SSD
Battery Health: 95% Above 
Condition: 10/10

Prolap, Shop # 61-B, 3rd Floor, Hafeez Center, Gulberg 3, Lahore.",https://www.olx.com.pk/item/macbook-m1-pro-macbook-m1-pro-macbook-iid-1102720945,5,3,11,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,5,,0,37.5,5.12,0,14.0,7.800000000000001,0,19.186,,,280.3
"Surface Laptop Core i5 10th Generation 8GB 256GB 13.5"" | Laptop 3",80000.0,Others,,Used,Ultrabook,"Description BRAND/MODEL: 
Microsoft Surface Laptop 3 1868 Black

SPECIFICATIONS:
Intel Core i5 1035G7 CPU 1.20 GHz (4 Cores)
Intel Core i5 | 10th Gen | 8 GB RAM | 256 GB SSD
Intel Iris Plus Graphics | 13.5” 2K Display

FEATURES:
| Touch Screen
| Backlit Keyboard
| Face ID

HARDWARE INTERFACE:
As shown in pictures 

OPERATING SYSTEM:
| Microsoft Windows 11 Pro (Licensed) 

PRE-INSTALLED SOFTWARE:
| Microsoft Office Professional Plus 2024 (Licensed)
| Microsoft Teams
| Google Chrome 
| Adobe Acrobat 
| WhatsApp
| WinRAR
| Zoom

CONDITION:
Imported/Used

MAKE/MANUFACTURING YEAR: 
Made in China/2019

WARRANTY: 
| 30 Days Check Warranty | 07 Days Return Option | Battery Backup: 2 Hours (+/-) 
| Warranty Excluding LCD, Keyboard, Speakers, Burn, Broken and No Display Cases

WHAT'S IN THE BOX?
1 x Microsoft Surface Laptop 3 1868 Black (USED)
1 x Surface AC Adapter (USED)
1 x Power Cable (USED)

DELIVERY OPTION: 
| Self-Pickup 
| Cash on Delivery (COD) Service Available

PRICE: 
Rs 80,000

PICTURE SOURCE:
Original pictures attached 

STOCK AVAILABILITY:
Limited Stock Available

CONTACT PERSON: 
Tanveer Iqbal

LOCATION:
Shop No. 17, First Floor, 
Mobile Centre Technology 
76-A, Block E-1, Main Boulevard, 
Gulberg-III, Lahore

TIMINGS:
| Monday to Saturday: 11:00 AM to 09:00 PM
| Friday: 03:00 PM to 09:00 PM
| Sunday: On Call

WHATSAPP CHANNEL: 
You can stay connected with ALFA TECH by following us on WhatsApp Channel,
https://www. whatsapp. com/channel/0029VahSYwBATRSg5vNKqD1a    

We’re delighted to have you as part of our community. 
Thank you for your support and for being a valued customer. 

WHY ALFA TECH?
| Ready to use Machines with Ultimate Performance
| Pre-Installed Operating System and Software
| 100% Genuine and Non-Repaired Products 
| 100% Imported Stock, Not Locally Used
| Warranty Backup with Return Option 
| Accepts Multiple Payment Options
| Quality Products | Fair Prices",https://www.olx.com.pk/item/surface-laptop-core-i5-10th-generation-8gb-256gb-135-laptop-3-iid-1105360425,3,1,10,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0,26.0,5.12,0,10.0,7.800000000000001,0,15.736,,,44.56
"Dell core i5,4GB Ram,125SSD",25000.0,Dell,Latitude,Used,Laptop,"Description  Dell Laptop – Core i5 | 4GB RAM | Windows 10 Pro – Best Price on OLX

 Processor:Intel Core i5-4310U (2.00GHz up to 2.60GHz)
 RAM: 4GB DDR3 – Smooth multitasking
 Storage:128 SSD
 Display: 14-inch HD screen
 Operating System: Genuine **Windows 10 Pro (Activated)** – 64-bit
 Condition: Used, working perfectly (see original pictures)
 Brand:Dell (Durable & reliable for office, study, and home use)
 Extras: WiFi, Camera, USB ports, HDMI, good battery backup upto 1 hr. 
 Ideal For:

 Students (Online classes, assignments, study)
 Office work (MS Office, browsing, Zoom, emails)
 Everyday use (YouTube, movies, internet)

* Dell Laptop
* Windows 10 Pro Installed
* Original Charger",https://www.olx.com.pk/item/dell-core-i54gb-ram125ssd-iid-1105435385,3,1,0,4.0,256.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,3,,0,11.0,25.12,0,7.0,7.800000000000001,0,6.436,,,52.68000000000001
HP EliteBook Folio 1040 G3 (Core:i7-6th Generation)(8-256GB),50000.0,HP,Elite Book,Used,Business,"Description **** Welcome Dream Laptops ****
Model	HP EliteBook Folio 1040 G3
Processor	Core i7
Generation	6th Gen
Ram	8GB
SSD	256GB
Graphics	Intel
Screen Size	14 Inch
Operating System	Window 10
Bluetooth	Yes
Wifi	Yes
USB	Yes
Webcam	Yes

30 Days Warranty
Original pictures attached 
Ask for more pictures or video if you need
100% Imported laptop, Never Used locally 

Location:
DREAM LAPTOPS
Shop # 5, 2nd Floor 
Mobile Center Technology (MCT PLAZA)
Adjacent to Hafeez Center Gate# 1
Main Boulevard Gulberg 3, Lahore
Mobile & WhatsApp 0/3/3/0/5/7/1/0/0/5/5",https://www.olx.com.pk/item/hp-elitebook-folio-1040-g3-corei7-6th-generation8-256gb-iid-1105435399,4,1,6,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0,23.0,5.12,0,12.0,7.800000000000001,0,14.835999999999999,,,124.68
"Hp Elitebook Gaming Laptop,Core i7,Dedicated GPU, 256GB SSD, Hp 840 G1",37500.0,HP,Elite Book,Used,Ultrabook,"Description ‎Model: Hp Elitebook 840 G1 (Gaming Series)
‎Processor: Core i7 - 4th Generation (Gaming Edition)
‎RAM: 8GB DDR3L (16GB supported)
‎Storage: 256GB SSD
‎Display: 14"" HD+ (1600*900p) anti-glare LED
‎GPU: Intel HD Graphics 4400 + 
‎1GB Dedicated AMD Radeon HD 8500M / 8700M GDDR5 128-Bit
‎
‎Best Features: 
‎> Dual Graphics 
‎> Backlit keyboard 
‎> Webcam 
‎> Bluetooth 
‎> Wifi 
‎> Fingerprint sensor  
‎> Ultrabook 
‎> Light weight
‎> Win 10 Pro 64-Bit (Activated)
‎> Office Pro Plus 2021 (Activated)
‎> Battery: 1:30Hrs+ backup on YouTube (checked)
‎> Condition is A Grade (9.8/10) Original Pics Attached 
‎> Hp Adoptor + Power Cord
‎
Note: 
no any offer need 
price is fixed 
no exchange offer need 
only sell",https://www.olx.com.pk/item/hp-elitebook-gaming-laptopcore-i7dedicated-gpu-256gb-ssd-hp-840-g1-iid-1105435407,4,1,0,16.0,256.0,2,0,0,15.6,0,0,0,1,0,0,1,0,,0,0,5,0,3,,0,14.0,25.12,0,20.0,7.800000000000001,0,12.136,,,97.68
HP laptop 4/128 SSD 14 inches FHD display,24999.0,HP,Others,Used,Laptop,"Description HP laptop smb 14
6th generation 
 Intel Celeron 2955U processor
 Windows 10
 4GB Ram
 128 GB SSD
 Video Graphics: Intel HD Graphics
 14 inches diagonal HD Display
 SD Card Supported
 Expendable SSD
 Wifi
 Bluetooth
 Web Cam
 3-4 hours battery timing
 With Charger
Best Laptop for Students, Graphic Designing and Freelancing etc etc",https://www.olx.com.pk/item/hp-laptop-4128-ssd-14-inches-fhd-display-iid-1105435432,2,0,0,16.0,256.0,2,0,0,14.0,1,0,0,0,0,0,1,0,,0,0,5,0,3,,0,6.0,25.12,0,8.0,11.0,2,9.736,,,73.67999999999999
"Apple Macbook Pro M1 2021,16 Inches,16Core GPU,32GB Ram,1TB SSD,95%",36500.0,Apple,MacBook Pro,Used,MacBook,"Description Slightly used Apple Laptop with pristine condition and with below stated specifications:
Apple M1 Pro chip 2021
10-core CPU 
16-core GPU
16-inch (diagonal) Liquid Retina XDR display
32GB unified RAM memory
1TB SSD
Backlit Magic Keyboard 
Touch ID
Ambient light sensor
with 100% original charger and Megsafe 3 cable
95% Battery Health
If you need any further information, please don’t hesitate and contact @ O 3 2 I - 4 3 I 2 O 8 3",https://www.olx.com.pk/item/apple-macbook-pro-m1-202116-inches16core-gpu32gb-ram1tb-ssd95-iid-1105404222,5,3,11,32.0,1024.0,2,0,0,16.0,0,0,0,0,0,0,1,0,,0,0,5,0,5,2021.0,0,37.5,40.480000000000004,0,18.0,7.0,0,30.194000000000003,4.0,0.5488116360940265,398.70000000000005
Gaming Laptop House - Complete Stock,12000.0,Others,,Used,Laptop,"Description Gaming Laptop House 
Ga07 - Ground Floor, Technocity Karachi

High end to Mid End Gaming Laptops with 1 Week Checking Warranty

1) Omen 16 

(14th Gen Ci7-14650HX/16GB DDR5/1TB NVME SSD/ Nvidia RTX 5070 8GB 140W TDP/16.1 QHD 240 Hertz/Box and Accessories - New Non Active} @ 525K

2)Omen 16 

(14th Gen Ci7-14650HX/16GB DDR5/1TB NVME SSD/ Nvidia RTX 4070 8GB 140W TDP/16.1 QHD 240 Hertz/Box and Accessories - New Non Active} @ 425K

3} Katana 15 

(14th Gen Ci7-14650HX/16GB DDR5/1TB NVME SSD/ Nvidia RTX 5060 8GB Full Powered TDP/15.6 QHD 165 Hertz/Box and Accessories ] @ 400K

4} Predator 16

(13th Gen Ci7-13700HX/16GB DDR5/1TB NVME SSD/ Nvidia RTX 4060 8GB 140W TDP/16.1 QHD 240 Hertz/ @ 325K

5) Nitro V15

(13th Gen Ci7-13620H/16GB DDR5/512GB NVME SSD/ Nvidia RTX 4050 6GB 75W TDP/15.6 FHD 144 Hertz] @ 260K

6] Katana 15

[11th Gen Core i7 11800H/16GB/512GB/RTX 3070 8GB/15.6 FHD 144 Hertz] @ 260K

7) Nitro V

[Ryzen 7 5800H/16GB/512GB/RTX 3060 6GB/15.6 FHD 144 Hertz] @ 250K

8] Clevo 15

[12th Gen Core i7 12700H/16gb/512GB/RTX 3060 6GB/15.6 FHD 144 Hertz] @ 240K

9] G15 5525

[Ryzen 7 6800H/16gb DDR5/512gb/RTX 3050ti 4GB/15.6 FHD 120 Hertz] @ 195K

10) Nitro V 

[11th Gen Core i5-11400H/16GB/512GB/RTX 3050 4GB/15.6 FHD 144 Hertz] @ 180K

11) GS65 Thin

[11th Gen Core i5-11400H/16GB/512GB/RTX 3050 4GB/15.6 FHD 144 Hertz] @ 160K

12} GS75 Stealth

[9th Gen Core i7 9750H/32GB/1TB NVME/RTX 2080 8GB Max Q/17.3 FHD 144] @ 235K

11] System 76 - Clevo

[10th Gen Core i7 10875H/32GB/1TB NVME/2TB SATA/RTX 2070 Super 8GB/15.6 4K OLED Display 60 Hertz] @ 220K

12] Legion 7 Y740

[8th Gen Core i7 8750H/16GB/512GB/RTX 2070 8GB Max Q/15.6 FHD 144 Hertz] @ 195K

13] Raider GS63

[8th Gen Core i7 - 8750H/16GB/256GB SSD/1TB HDD/15.6 FHD 144 Hertz] @ 190K

14] Excalibur 15 - Premium Series

10th Gen Core i7 - 10750H/16GB/512GB/RTX 2060 6GB/15.6 FHD 144 Hertz] @ 190K

15} GS66 Stealth

10th Gen Core i7 - 108750H/16GB/512GB/RTX 2060 6GB/15.6 FHD 240 Hertz] @ 200K

16] ROG Zephyrus 15

9th Gen Core i7 9750H/16GB/512GB/RTX 2060 6GB/15.6 FHD 144 Hertz/RGB @ 190K

17] GF65 Thin

9th Gen Core i5 - 9300H/16GB/512GB/GTX 1660ti 6GB/15.6 FHD 120 Hertz @ 150K

18} Tuf F15

10th Gen Core i5 10300H/16GB/256GB SSD/1TB HDD/GTX 1650ti 4GB/15.6 FHD/Box and Acc.  @ 140K

19) Nitro 15

10th Gen Core i5 10300H/16GB/256GB SSD/GTX 1650 4GB/15.6 FHD 144 Hertz @ 140K

20] Pavilion 15

9th Gen Core i5-9300H/16GB/256GB SSD/GTX 1650 4GB/15.6 FHD 60 Hertz @ 125K

21] Razer Blade 15

8th Gen Core i7 8750H/16GB/256GB/GTX 1060 6GB/15.6 FHD 60 Hertz @ 135K

22} GS65 Stealth

8th Gen Core i7 8750H/16GB/512GB/GTX 1070 8GB Max Q/15.6 FHD 144 Hertz @ 145K

23] Razer Blade 14

7th Gen Core i7 7700HQ/16GB/256GB/GTX 1060 6GB/15.6 FHD 60 Hertz @ 125K

24] Sager Clevo 15 - Desktop Grade

7th Gen Core i7 7700K/16GB/256GB/GTX 1060 6GB MXM Card/15.6 FHD 60 Hertz @ 130K


Fore more queries. . . 
PLease call us now or whatsapp @ 0340 / 3048 / 979

Buy, Sell or Upgrade. . 

Whatsapp on main no. is currently off. . . Thanks for understanding. . .",https://www.olx.com.pk/item/gaming-laptop-house-complete-stock-iid-1105053219,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,1,0,0,0,0,,0,0,5,0,1,,0,6.0,5.12,0,16.0,7.800000000000001,0,9.736,,,24.56
Toshiba Portege Z30 Core i5 6th Gen 4GB 128GB SSD,25999.0,Toshiba,Portege,Used,Laptop,"Description Display	13″ 
CPU	 Core i5 6th Generation 
Graphics	Intel HD Graphics 
RAM	4GB
Storage	128GB SSD
Battery Life	Up to 4 h video playback
Condition: 9.5/10- Scratchless, All Function Working
FOR MORE INFORMATION 
CONTACT
CONTACT NO. 0317/4936/445",https://www.olx.com.pk/item/toshiba-portege-z30-core-i5-6th-gen-4gb-128gb-ssd-iid-1104387448,3,1,6,16.0,128.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,2,,0,20.0,22.56,0,10.0,7.800000000000001,0,13.168,,,74.56
Apple iMac all in one / apple MacBook 2015to 2021 all models available,22000.0,Apple,MacBook Pro,Used,MacBook,"Description Apple iMac all in one all models available
Apple MacBook all 

Apple iMac 2019 i5
8gb ram
256ssd
21,inch or 27inch display

2015

2017
2019
M1 iMac all available

0301###416###6773call",https://www.olx.com.pk/item/apple-imac-all-in-one-apple-macbook-2015to-2021-all-models-available-iid-1085508125,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,5,2015.0,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,10.0,0.22313016014842982,122.8
HP OMEN 17 GTX 965M i7 6th gen 1TB Nvme 16gb RAM,85000.0,HP,Omen,Used,Laptop,"Description Perfectly working condition
overall 9/10
No scraches on screen or anything
Not very much used just sitting on my desk for the past 2 years. 
The C key is a bit faded only",https://www.olx.com.pk/item/hp-omen-17-gtx-965m-i7-6th-gen-1tb-nvme-16gb-ram-iid-1104229359,4,1,6,16.0,1024.0,3,2,1,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0,23.0,50.480000000000004,20,20.0,7.800000000000001,0,19.444,,,147.72
laptop for sale,15000.0,Dell,Others,Used,Laptop,"Description Dell core i3 2nd generation ram 4gb HDD 340gb 
condition Good with original charger available battery timing 2 hours above 
contact number is  (Chat with seller)",https://www.olx.com.pk/item/laptop-for-sale-iid-1105435124,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,24.56
"MacBook Pro M1 14"" – 16GB 512GB | 10/10 Condition | 100% Battery",29000.0,Apple,MacBook Pro,Used,MacBook,"Description MacBook Pro 14-inch (M1 Chip) - First Hand Used

16GB RAM | 512GB SSD Storage

Excellent Condition – 10/10

Battery Health: 100%

Backup Time: 6–7 Hours

Cycle Count: Only 170

No Dents, No Scratches – Super Clean

Original Box, Charger & Cable Included

Perfect for Professionals, Designers & Students

Smooth Performance – Silent & Fast

Tags:
#MacBook | #Apple Laptop | #MacBook Pro | #M1 | #512GB | #Apple Chip",https://www.olx.com.pk/item/macbook-pro-m1-14-16gb-512gb-1010-condition-100-battery-iid-1104764284,5,3,11,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,10,0,5,,0,37.5,5.12,0,14.0,7.800000000000001,0,19.186,,,280.3
"GETAC RUGGED LAPTOPS , GETAC RUGGED TABLET",60000.0,Others,Others,Used,Laptop,"Description *Contact Cell or WhatsApp
0/3/0/0/3/7/4/6/0/1/0/

THE RUGGED LAPTOPS (TRL) 
Rugged Computing Solutions

For more models visit our site
www. 
theruggedlaptops. 
com

 Days Checking Warranty
*Contact any time even late night
*Cash on Delivery All over the Pakistan
*Getac Rugged tablets also Available
*""Power units and peripherals available for durable laptops from leading manufacturers. "" 
*Specs like Harddisk , Ssd  , Ram Can be as per requirements also available
*Directly Import from U. S. A , They are 100% Tested , Never used In Pakistan. 
*All models with Serial port , RS 232 Port , Com port , fischer port , 

""We set ourselves apart by delivering unmatched after-sales service, catering to our clients' diverse needs with a range of replacement parts such as batteries, LCD screens, keyboards, motherboards, and body parts. Additionally, we offer customized warranty durations tailored specifically for the corporate sector, ensuring their laptops are fully supported long after the purchase. ""

GETAC S410 , GETAC X500 , GETAC X600 , GETAC S400 , 


•Model Name
Getac V110 G3
6th Gen
Intel Core i5-6200U 2.3GHz Max 2.8GHz , cache 3MB
Ram  8/16/32GB DDR4
Ssd 128/256/512 GB

•Model Name 
Getac B300 G6
6th Gen
Intel Core i7-6600U 2.6GHz Max 3.4GHz 4MB Cache
Ram 8/16/32GB DDR4
Ssd 128/256/512 GB",https://www.olx.com.pk/item/getac-rugged-laptops-getac-rugged-tablet-iid-1096808443,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,24.56
Lenovo ThinkBook | Core i5 10th Gen | 8GB | 256GB SSD,53999.0,Lenovo,ThinkPad,New,Ultrabook,"Description Brand: Lenovo

Model: ThinkBook

Processor: Intel Core i5, 10th Generation

RAM: 8GB DDR4

Storage: 256GB SSD NVMe

Keyboard: Backlight

Body: Premium Metallic Finish

Condition: 10/10, Excellent & Well-maintained
Only Serious buyers
 (View phone number) 
0/3/2/2/2/5/9/5/9/9/4",https://www.olx.com.pk/item/lenovo-thinkbook-core-i5-10th-gen-8gb-256gb-ssd-iid-1105324723,3,1,10,16.0,256.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,3,,0,26.0,25.12,0,10.0,7.800000000000001,0,15.736,,,133.68
Lenovo Thinkpad L14 Gen 5 14th Gen Ultra 7 64/512,17800.0,Lenovo,ThinkPad,New,Laptop,"Description Approx 3 Years International Warranty - Brand New 
Very Limited Qty Fast Selling 

Lenovo ThinkPad L14 Gen 5 – AI Power, Ultra Performance!

 CPU: Intel® Core Ultra 7 165U (12 Cores, 14 Threads, up to 5.0 GHz)
 AI Ready: Built-in Intel AI NPU
 GPU: Intel Iris Xe (Latest)
 RAM: 64GB DDR5 (Ultra-Fast)
 Storage: 512GB NVMe Gen 4 SSD
 Display: 14” FHD Anti-Glare
 Build: Military-Grade Durability, Backlit Keyboard
 Connectivity: WiFi 6E, Thunderbolt 4, HDMI, USB-C

 Condition: Brand New (Sealed with Complete Box)
 Global Price: Rs. 300,000+
 Tech N More Price: Rs. 178,500 (Fixed)

 7 Days Replacement Warranty
 100% Original Product Guarantee
 3 Days Money-Back Guarantee
 Lifetime Support

 Ameer Hamza –  (View phone number) 
 Plot 350, Street No 5, Kamran Block, Allama Iqbal Town, Lahore
 WhatsApp Link",https://www.olx.com.pk/item/lenovo-thinkpad-l14-gen-5-14th-gen-ultra-7-64512-iid-1104973162,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,73.67999999999999
Lenovo thinkpad available for sale,30000.0,Lenovo,ThinkPad,Used,Laptop,Description assalamualaikum im selling my lenovo thinkpad 128 gb ssd touch pad working all original laptop condition baqi ap pics me detail dekh skte ha,https://www.olx.com.pk/item/lenovo-thinkpad-available-for-sale-iid-1105434740,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,73.67999999999999
Toshiba laptop for sale,38000.0,Toshiba,Others,Used,Laptop,"Description Device Name	DESKTOP-6Q2L1KJ
Processor	Intel(R) Core(TM) i5-4210U [redacted email address]   2.40 GHz
Installed RAM	4.00 GB
Storage	119 GB SSD TOSHIBA THNSNJ128GMCU
Graphics Card	Intel(R) HD Graphics Family (113 MB)
Device ID	32E3A13C-37BE-457E-9234-D2A3BA309C93
Product ID	00330-50000-00000-AAOEM
System Type	64-bit operating system, x64-based processor
Pen and touch	No pen or touch input is available for this display",https://www.olx.com.pk/item/toshiba-laptop-for-sale-iid-1105434753,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,2,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,49.12
Dell latitude e7250,26500.0,Dell,Latitude,Used,Laptop,"Description I want to sell my dell laptop
Model: Latitude e7250
Core: i7
Generation: 5th
Processor: 2.6GHz
RAM: 8GB
Memory: 256 SSD
Battery: upto 1hr backup
Both window and ubuntu installed 
Best in processing
With charger
Contact:
033/2/33/7/333/8",https://www.olx.com.pk/item/dell-latitude-e7250-iid-1105434768,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,73.67999999999999
"Hp Intel 6th generation, G3 850",53000.0,HP,ProBook,Used,Ultrabook,"Description very beautiful device for sale. ultra slim 
everything working smoothly. 
see all details in pictures. 
battery replace hogi 3k less hojye gay.",https://www.olx.com.pk/item/hp-intel-6th-generation-g3-850-iid-1105434780,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,73.67999999999999
