Title,Price,Category,Condition,Material,Description,URL
Sofa for sale / Sofa set / 5 seater sofa set / luxury Sofa,14000.0,Sofa,New,,"Description Buy this Premium Quality Sofa set ( two sets available )
each of price is 1.40 
Contact For More Info:  0305//4646//660
 Complete Sofa Set. 
5 Seater Sofa Set / Luxury Sofa Set
 Drawing Room sofa set
Home used - One Hand Used
Condition 10/10
Just buy and use
      Only serious buyers do contact
               Price is negotiable


No damage no repair Retired person used sofa Set Luxuries look. Dico Painted. 1 lac Each olx agents don't call us.",https://www.olx.com.pk/item/sofa-for-sale-sofa-set-5-seater-sofa-set-luxury-sofa-iid-1104767280
Dining chairs | Cafe Chairs | Restaurant chairs,7500.0,Chair,New,,"Description Restaurant Chairs for Sale – New & Stylish – Best Price in Town

Upgrade your café, hotel, or restaurant with brand new restaurant chairs available at wholesale rates. High-quality, durable, and stylish designs perfect for all types of dining setups. 

 Brand New Condition
 Wooden, Metal & Cushion Options Available
 Comfortable & Strong Build – Made for commercial use
 Ideal for Restaurants, Cafes, Hotels, and Fast Food Setups
 Bulk Quantity Available – Special discounts for large orders
 Cash on Delivery & Delivery All Over Pakistan

 Ready Stock – Fast Delivery
 Located in Lahore – Visit our showroom or order online


 Website: mkofficedecors. com

MK Office Decors – Furniture That Defines Your Style",https://www.olx.com.pk/item/dining-chairs-cafe-chairs-restaurant-chairs-iid-1104639659
Diamond Supreme Foam original E-11/4 (03141212411),12345.0,Bed,New,Foam,"Description Diamond Foam – Premium Quality, Long Lasting Comfort! 

 Location: E-11, Islamabad
 100% Original Diamond Foam
 10 Years Warranty (Company Sealed)
 All Sizes Available (Single, Double, King, Custom)
 Free Delivery in Islamabad & Rawalpindi
 Special Discount Packages for Weddings & Families

 Comfortable sleep – Strong durability – Best price 
guarantee!
Contact Number 
 (View phone number)",https://www.olx.com.pk/item/diamond-supreme-foam-original-e-114-03141212411-iid-1105318088
Recliner - Electric / Manual Sofa Recliners - Sofa Set - New Recliners,68000.0,Furniture,New,,"Description WildStone Presents : Recliner All Series. 

All New Design Available for More Information & Design 
Contact Now. : 0 3 1 0 / 4 7 6 5 / 6 2 4 . 

 --------------------------------------------------------------

1 : Signature Series Recliner. Model : 

310: Manual  ( Azadi Sale ). 

 --------------------------------------------------------------

2 :Classic series Recliner. Model :

350 : Manual Recliner ( Azadi Sale ). 

 --------------------------------------------------------------

3 : Royale Series Recliner : Model: 

320:Manual Recliner ( Azadi Sale ). 

 --------------------------------------------------------------

1 : Cloud Seat Recliner Sofa – Premium Faux Leather Electric Recliner

812 : Basic Electric. ( Azadi Sale ). 

815 : Electric Recliner With Rocker. 
816 : Electric Recliner With AI Voice Controller. 

--------------------------------------------------------------

1 : Eva Recliner Sofa – Premium PU Leather Electric Recliner ( Azadi Sale ). 

--------------------------------------------------------------

1 : G-97 3 Seater Recliner – Premium Faux Leather Recliner. ( Azadi Sale ). 

--------------------------------------------------------------

DELIVERY AVAILABLE

--------------------------------------------------------------

All New Design Available for More Information & Design 

visit : www. wildstone. pk

Contact Now. : 0 3 1 0 / 4 7 6 5 / 6 2 4 .",https://www.olx.com.pk/item/recliner-electric-manual-sofa-recliners-sofa-set-new-recliners-iid-1104011655
False Ceiling 2×2(Gypsum And PVC),11000.0,Furniture,New,,"Description Gypsum False Ceiling 2×2(Gypsum & PVC)
Imported Aarish Sheet With Strong T-Grids. 
""Best For Your Commercial Spaces""

Economical
Versatility
Durability
Fire resistance
Sound absorption
Thermal insulation
Easy installation

For Query Or Online Estimate Contact Or Visit!!

Moon Ceiling And Wallpaper
Askar pump nawan Pind Araian,Sialkot. 
Call/WA//0/3/2/9/6/3/0/8/1/9/2",https://www.olx.com.pk/item/false-ceiling-22gypsum-and-pvc-iid-1103847875
Jf Homes made wedding bed set for sale,29900.0,Bed,Used,Wood,"Description Jf Homes made wedding bed set for sale

Bed, Side tables, Dresser

with mattress and 4 pillows

Selling because I have shifted and it's not in use

Excellent Condition

Perfect for people looking for a reasonable price luxury bed",https://www.olx.com.pk/item/jf-homes-made-wedding-bed-set-for-sale-iid-1105242064
Wallpaper| 3D Wallpaper |Customised Wallpaper |Room wallpaperWallpaper,4000.0,Furniture,Used,,"Description Enhance your interior with the calming beauty of a mountain landscape. Featuring soft blues, warm golds, and earthy greens, this wallpaper creates a peaceful, elegant atmosphere in any room, adding a natural touch to your decor. 


Delivery all over pakistan""",https://www.olx.com.pk/item/wallpaper-3d-wallpaper-customised-wallpaper-room-wallpaperwallpaper-iid-1104377067
PVC Tensile Fabric Shade & Outdoor Shade Solution,50000.0,Furniture,New,,"Description Looking for the perfect parking solution? Look no further! Introducing our brand new Car Parking Shades, now available in Lahore and across all cities of Punjab,

 Say goodbye to blistering heat and torrential rain damaging your beloved car. Our shades provide ultimate protection and keep your vehicle safe, cool, and dry all year round. 

 Why choose our Car Parking Shades?
1 Premium Quality: Crafted with durable materials to withstand any weather conditions. 
2 Easy Installation: Hassle-free setup, ensuring convenience and saving you time. 
3 Stylish Designs: Enhance the aesthetics of your parking space with our sleek and modern shades. 
4 Maximum Protection: Shield your vehicle from harmful UV rays, hailstorms, and bird droppings. 
5 Customizable Options: Tailor-made solutions to fit your specific needs and space requirements. 

 Don't miss out on this amazing opportunity to upgrade your parking experience! We TV are proud to offer our Car Parking Shades in Pakistan 

 Call us or visit our Workshop to get a free quote.",https://www.olx.com.pk/item/pvc-tensile-fabric-shade-outdoor-shade-solution-iid-1060525906
Sofa set | poshish sofa | 5 seater sofa | luxury sofa | Lounge sofa,49999.0,Sofa,New,,"Description We Design Modern And Custmozied Sofa Manufacturing Like L-shaped sofa 5 Seater Sofa - 7 Setaer sofa Coffee Chair - Diwan Sofa 

Design and Planning: Begin with a detailed design that includes dimensions, materials, and any specific customer requirements. 

Frame Construction: Build a sturdy frame using wood ensuring it supports the weight and shape of the sofa. 

Cutting and Sewing Upholstery: Cut fabric to size based on the design, and sew it together to create the sofa's outer covering. 

Foam Cutting and Padding: Cut foam to fit the sofa's cushions, ensuring comfort and durability. Attach padding to the frame and cover with upholstery. 

Graceful And Decent design, Best Quality and Finishing
Solid wood structure and NO-01 Quality material used
No compromise in quality of product. . 
Contact for more information :Contact No:0318/502/44/52",https://www.olx.com.pk/item/sofa-set-poshish-sofa-5-seater-sofa-luxury-sofa-lounge-sofa-iid-1104102016
Medicated / Single Double Spring Bed mattress . . Wholesale Dealer,7500.0,Bed,New,Medicated,"Description We have all sizes mattressess available on very good rate

4 Inch single matress 8000
5 inch single matress 10000

We deal in 
=/ SIngle mattress
=/ Double mattress
=/ Spring Mattress
=/ Sofa gadi 
=/ Goal pilo
=/ pilo 

Shop location : Shop number 101, mandi stop main multan Road Lahore 
Contact us :03/20 - 6/53/48/77

Free home delivery in all over Lahore",https://www.olx.com.pk/item/medicated-single-double-spring-bed-mattress-wholesale-dealer-iid-1102799156
"Workstations , Wall facing , Wall to Wall Workstation Setup",8000.0,Furniture,New,,"Description We deal in Complete Office Furniture, you can also place your order online on our facebook Instagram or whatsapp business. 

Assorted Office Furniture

We will plan your office visit and do the setup according to your office furniture requirements. 

Address :

Shop U/G 13, BLOCK 10A,  GLAMOUR SHOPPING MALL, GULSHAN E IQBAL, KARACHI. 
MAIN RASHID MINHAS ROAD, BESIDE LASANIA RESTAURANT. 

Please visit our store and call/whatsapp on /0/3/1/2/8/5/1/7/6/1/4/",https://www.olx.com.pk/item/workstations-wall-facing-wall-to-wall-workstation-setup-iid-1076007645
"Office Chair, Cmputer Chairs, Chair Base,Wheels,Base,Chair Machine",6700.0,Chair,New,,"Description Welcome to Junaid wood decor and perfect office furniture

We are Manufacture of All Kinds of FURNITURE offices revolving Chair, Auditorium Chair, Iron Chair, And Wooden Chair Available. 


--List of Chair--

1) Executive Chair. 
2) Manager Chair. 
3) Staff Chair. 
4) Desk Chair. 
5) Visitor Chair. 
6) Counter Chair. 
7) Cantilever Chair. 
8) Waiting Room Chair
9) Student Chair. 
10) Auditorium Chair
11) Wood Chair. 
12) Stool Bar. 
13) Visitor Bench
14) Computer Chair
15) 3 Seater Waiting Room Steel Bench For ( Hospitales, Offices, Corporate Franchises )
15) Gaming Chair For ( Freelancer, YouTubers, Vloggers)

For Further Details

 (View phone number)",https://www.olx.com.pk/item/office-chair-cmputer-chairs-chair-basewheelsbasechair-machine-iid-1105148741
Chairs/wooden chairs/Luxury chairs/single chairs/chairs for sale,5500.0,Furniture,Used,,"Description Chairs/wooden chairs/Luxury chairs/single chairs/chairs for sale
pure wooden chinioti beds
Almost new hai 
single chairs also Available
For more details contact here
    >0/323/300/009/6<",https://www.olx.com.pk/item/chairswooden-chairsluxury-chairssingle-chairschairs-for-sale-iid-1105352419
Bean bag / puffy bean bag / leather bean bag sofa cum bed / bean bags,4450.0,Furniture,New,,"Description PUFFY BEAN BAGS
GET FOOTER FREE on Puffy Bean bags for a limited time.  A vast Colour range of amazing puffy bean bags in stock now. 
 Delivering all over Pakistan. 
 Limited time Sale. 
 Message now on Instagram to place your order. 
 Or WhatsApp us at (View phone number)

COLOURS:
YELLOW , BLACK, GRAY, ORANGE, RED, NAVY BLUE, PURPLE, WHITE, FEROZI,
Available in XL, 
Middle size(between xl and XXL) 
XXL and custom sizes
Water repellent polyester outer cover. 
– Luxurious Layers of Polyester wadding for additional comfort. 
– Double Seam Stitching for robust construction. 
– Most effective material used for Air vent to avoid air bubble. 
– Double pockets for quick re-filling. 

Limited stock available
6 Months warranty ( stitch and fabric )
Comfortable sitting. 
Easy return policy within 10 days
Cash on delivery all over the Pakistan
Care :-
clean with a surf dipped cloth
wash with normal water
Don’t dry it with iron or direct sunlight",https://www.olx.com.pk/item/bean-bag-puffy-bean-bag-leather-bean-bag-sofa-cum-bed-bean-bags-iid-1097991317
sofa set/wooden sofa/new sofa/5 seater/7 seater /molty foam sofa,28000.0,Sofa,New,,"Description Sofa five seater good quality different design different colour it’s very very reasonable price just Malik Furniture
 far more detail visit my YouTube channel Malik Furniture
showroom visit G11 /2",https://www.olx.com.pk/item/sofa-setwooden-sofanew-sofa5-seater7-seater-molty-foam-sofa-iid-1092515190
Tensile Shades | Car parking shade | sheds for sale | Fiber Shades,57500.0,Furniture,New,,"Description WELCOME ; ""SMART TENSILE ""


Available for delivery and installation across Lahore and All Over Pakistan areas. Transform your space with our reliable and stylish fiberglass and tensile sheds

>Car parking Shades

>Swimming Pool Shades

>Fiber Shades

>Tensile Shades

>Car Shades

we deal all king of sheds ,tensile sheds , fiber glass sheds 

*Quality will be no compromised roving last & complete work out excellent processing multi resin completely fibre glass manufacture custom made.",https://www.olx.com.pk/item/tensile-shades-car-parking-shade-sheds-for-sale-fiber-shades-iid-1105349696
Wallpapers wall morals wall panels wpvc panels by Grand interiors,3500.0,Furniture,New,,Description Grand interiors offer a beutify wallpapers collection 3d wallpanels designers books in reasonable prices feel free to query WhatsApp or visit our website grandinteriors com. pk,https://www.olx.com.pk/item/wallpapers-wall-morals-wall-panels-wpvc-panels-by-grand-interiors-iid-1088542709
"brand new double bed,/bed set/single bed/Turkish bed set/wooden bed",50000.0,Bed,New,Wood,"Description Asalam u Alikum !
******* SF  Furniture House **********
We deal all kind of furniture
Best Quality furniture
All types of bed set
>Double bed
>King size bed
>Poshish bed
>Brass bed
>Luxury Bed sets
We provide best furniture
Discounted price for customers
Also make on order (Customise bed)

  ****Starting bed Price 50000******

NOTE: Har Bed k rate Alag h buy karne se pehle confirm karen
For further details contact us on whatsapp / phone call
Contact : 03/23/47/90/538",https://www.olx.com.pk/item/brand-new-double-bedbed-setsingle-bedturkish-bed-setwooden-bed-iid-1104829681
PVC folding Doors / PVC Sliding Doors / PVC Partition,95000.0,Furniture,New,,"Description Stylish & glamorous Flodable Sliding Doors / partition
For home, offices & showrooms 

Material: PVC (Matt Plastic)
Length: 84 inches & 96 inches (Standard)
Width: available as required 
Available in different colors
Video Link: (youtube. com/watch?v=NmbcufZF9mk) Remove Space before COM

We also deal in: Wallpaper, Wall Picture, Window Blinds, Wood & Vinyl Flooring, PVC Wall Panels, Wpc Wall panels, Artificial Grass, PVC air curtain, Fancy Curtains, Wood Work, Glass Work.  

Address: F-42, 1st Floor,Al-Raheem Centre, Opp Mubarak Masjid, Upper Gizri, DHA-Karachi
For more information
0
3
3
5
0
3
0
3
2
8
0
facebook. com/Interioroutlet. online",https://www.olx.com.pk/item/pvc-folding-doors-pvc-sliding-doors-pvc-partition-iid-1001891276
