Title,Price,Description,Condition,Type,Material,URL
double bed WOODEN,25000,Description double bed with mettruss 10/9 condition 18k tak lenay waly msg na karain,Used,Single Bed,Wooden,https://www.olx.com.pk/item/double-bed-wooden-iid-1105309476
chair,25000,Description very good condition 9/10,Used,Swing Chairs,,https://www.olx.com.pk/item/chair-iid-1105434879
Double bed with side tables,45000,"Description Wooden furniture new design 
With dressing table 
Side tables 

Serious buyer contact plzz",Used,Bed Set,Wooden,https://www.olx.com.pk/item/double-bed-with-side-tables-iid-1105434933
brand new office chair,25500,Description office chair. its brand new. its full option. with different setting up down back front. sofa seats highly comfortable for office work,New,Executive Chairs,,https://www.olx.com.pk/item/brand-new-office-chair-iid-1086750739
2 seater neat and clean sofa,15000,"Description 2 seater sofa neat and clean 
I have 2 same sofas each price is 15k",Used,2 Seater,,https://www.olx.com.pk/item/2-seater-neat-and-clean-sofa-iid-1103497553
center table,3000,Description glass table .  26×26 dimension,,,,https://www.olx.com.pk/item/center-table-iid-1103865035
wooden 5 seater sofa,26000,"Description urgent sell. 10 by 10 condition.  Not rough use. 
Condition behtreen ha pure wood ka ha sweaty b good condition ma ha. 
Urgent sell",Used,Sofa Set,,https://www.olx.com.pk/item/wooden-5-seater-sofa-iid-1105018534
New Bed urgent sale,40000,Description bed and almari sale urgent passon ko need ha 1 week pahly hi Lia ha,New,Bed Set,Others,https://www.olx.com.pk/item/new-bed-urgent-sale-iid-1105434949
bed/bed set/wooden bed/double bed/poshish bed/king size bed/furniture,29999,"Description Double bed King size and colour on your choice Cash on delivery all Pakistan delivery available hi. 
bed 30000 
side tables 15000
dressing table 20000",New,King Bed,Wooden,https://www.olx.com.pk/item/bedbed-setwooden-beddouble-bedposhish-bedking-size-bedfurniture-iid-1104228994
Sofa cum bed/Double cumbed/LShape/Combed/Double bed/Set/Foam Mattress,19990,"Description * All sofa cumbeds different prices. . . 

* After discount prices 19990 to 28500. . . 

* 15 years warranty with pure solid wooden structure. . . 

* Master Molty foam (Original with warranty card). . . 

* Orignal product Manufacture. . 

* All sofa Cum bed available in (stock ready). . . 

* Available in all colours to match any decor. . 

* Customize dimensions, Design , or Fabric upon request. . . 

* Best quality and finishing. . 

* We never compromise in quality. . . 

* for more details and information please contact us  0304/83/75/75/7

Jazakallah",New,,,https://www.olx.com.pk/item/sofa-cum-beddouble-cumbedlshapecombeddouble-bedsetfoam-mattress-iid-1104718701
Bed set,55000,Description Used bedset for sale,Used,Bed Set,Wooden,https://www.olx.com.pk/item/bed-set-iid-1105434581
Dressing table for sale,17000,"Description Dressing table for sale in good condition very low price serious buyer contact to my watsapp number 
0322//53//00/964",,,,https://www.olx.com.pk/item/dressing-table-for-sale-iid-1105434586
“Used 7 Seater Sofa Set Neat & Clean For Sale”,75000,"Description 7 Seater Sofa Set For Sale
Achhi condition mein used 7 seater sofa available hai. Comfortable cushions, mazboot frame aur stylish design. Ghar ke drawing room ya lounge ke liye perfect. 

 Location: satellite town, rwp
 Sofa Size: 7 Seater 
 Color: beige
 Condition: Used but neat & clean
 Demand: 75000
*Serious buyers contact karein. *",Used,Sofa Set,,https://www.olx.com.pk/item/used-7-seater-sofa-set-neat-clean-for-sale-iid-1105434609
Sofa set For Sell,13500,"Description Sofa set For Sellout 3.2 . 1
Havy Wooden Quality 
Contact 0334 / 5660 / 682",Used,Sofa Set,,https://www.olx.com.pk/item/sofa-set-for-sell-iid-1105434621
Iron king size bed without mattress in good condition,20000,Description King size iron bed for sale without mattress,Used,King Bed,Iron,https://www.olx.com.pk/item/iron-king-size-bed-without-mattress-in-good-condition-iid-1101940933
wooden king size bed without mattress,25000,"Description wooden king size bed without mattress 
condition 10/8",Used,King Bed,Wooden,https://www.olx.com.pk/item/wooden-king-size-bed-without-mattress-iid-1103012596
condition 9/10,20000,Description blkul thk hai khin sy khrb nh hai bs urgent paisay chyie hain,Used,3 Seater,,https://www.olx.com.pk/item/condition-910-iid-1105434655
Sofa Bed,20000,Description 2 Sofa beds are available for urgent sale,Used,,,https://www.olx.com.pk/item/sofa-bed-iid-1105434662
pateela for sale,15000,Description pateela for sale untouched never used,New,Others,,https://www.olx.com.pk/item/pateela-for-sale-iid-1105434676
4 Seater Sofa,41500,"Description 4 Seater Sofa
2 Single seat and  01 double seat
Very good condition 
Bhuhat kum use Hoya ha
foam and cloth A one ha",Used,Sofa Set,,https://www.olx.com.pk/item/4-seater-sofa-iid-1105434723
5 seater Sofa set,38000,"Description 10/10 condition
i have purchased it 15 days ago",New,Sofa Set,,https://www.olx.com.pk/item/5-seater-sofa-set-iid-1105434793
school desk,5900,Description school desk size 3ft iron top color apki Marzi Kya best quality of life time iron quality,New,Others,,https://www.olx.com.pk/item/school-desk-iid-1105434813
5 Seater sofa set for sale,27000,"Description 5 Seater sofa set in good condition
only serious biyer contact
price is negotiable",Used,Sofa Set,,https://www.olx.com.pk/item/5-seater-sofa-set-for-sale-iid-1105434818
5 Seater Sofa set,35000,"Description 5 Seater Sofa set
Turkish new design
Seagreen and golden
Just like new
Neat and clean 
shows light color due to light effect
whatsapp for video",Used,Sofa Set,,https://www.olx.com.pk/item/5-seater-sofa-set-iid-1105434829
Sofa | Sofa Set | 7 Seater | 3+2+1+1 Set | molty Foam | Luxury Branded,12000,"Description Discription 
Hassan furniture – Quality You Can Trust!

We specialize in customized SOFA,sets, tables, and complete furniture sets — crafted exactly to your size, style, and needs. 

Our furniture is not just stylish, but also durable and long-lasting. 

Perfect finish, premium quality, and elegant designs — all in one place!


 Contact: 92//3267//889381",New,Sofa Set,,https://www.olx.com.pk/item/sofa-sofa-set-7-seater-3211-set-molty-foam-luxury-branded-iid-1104676084
"Study Table ,Computer Table Laptop Table Office Table Working Table",3499,"Description Materials:

SIZES 3×2(3,499), 4×2(6,499)
Lamination tops with sides pvc edge binding tape
Metal frame

Colours:
Black, White, Dark Brown, Wooden

HOME DELIVERY IN LAHORE

FOR MORE DETAILS CONTACT ON WHATSAPP. 
 (View phone number)",New,Workstations,,https://www.olx.com.pk/item/study-table-computer-table-laptop-table-office-table-working-table-iid-1083881361
چارپائي زبردست گهن,6500,Description new hy bhout zeberdast hy bhai jas Leni hy Rabat karo mery pass hy,New,,,https://www.olx.com.pk/item/-iid-1105434395
sell dinning table,3000,Description Glass dinning table good condition 10/7,,,,https://www.olx.com.pk/item/sell-dinning-table-iid-1105434457
Plant decoration,2000,Description Decrotion piece for sale,Used,,,https://www.olx.com.pk/item/plant-decoration-iid-1105434462
Scented candles for sale,100,"Description Scented candles for sale 

20% off if ordered in bulk 

Free home delivery

Customized colour and design 

All type of scented candles are available",New,,,https://www.olx.com.pk/item/scented-candles-for-sale-iid-1105434469
stylish baby crib,65000,Description Baby crib special size length 5 foot width 3 inch with pure wood sheesham,New,Kids Beds,Wooden,https://www.olx.com.pk/item/stylish-baby-crib-iid-1105434482
8 inch spring mattress for sale,13500,Description Good condition spring mattress for sale.,Used,King Bed,Spring,https://www.olx.com.pk/item/8-inch-spring-mattress-for-sale-iid-1105434503
Metal Racks For Sale,4000,Description Metal Racks with strong net support in front available for sale,Used,,,https://www.olx.com.pk/item/metal-racks-for-sale-iid-1105434508
home decor rotating mirror,7000,"Description Rotating mirror with stand
Colour: white
Condition: 9/10
Mirror lenght: 48inches width: 16inches
stand lenght: 38 inches 
in good condition",Used,,,https://www.olx.com.pk/item/home-decor-rotating-mirror-iid-1105434511
4 seater sofa set,5000,Description good condition urgent selling,Used,Sofa Set,,https://www.olx.com.pk/item/4-seater-sofa-set-iid-1097515819
Fans Waterproof Cover,3000,Description Fans waterproof cover in high quality pracute fabric available for fan in all sizes,New,Others,,https://www.olx.com.pk/item/fans-waterproof-cover-iid-1105434525
DINING TABLE FOR SALE,120,"Description 6 seater dining table in excellent condition
Premium quality
100% Pure Sheesham Wood
Leather Poshish Chairs 

Price: Rs 120,000
Slightly Negotiable 

Location: Dream Avenue Housing Society, Raiwind Road, Lahore",,,,https://www.olx.com.pk/item/dining-table-for-sale-iid-1105434541
Counter for sale,25000,Description LED Light Counter For Mobile and Accessories,Used,,,https://www.olx.com.pk/item/counter-for-sale-iid-1105434567
furniture urgent sale,2,"Description Turkish bedroom set wooden akhrot
used like new only 2 months used
bed with side table 
dressing
with mattress
big size sliding wardrobe 
with mattress

only serious buyer contact me
 (View phone number)",Used,King Bed,Wooden,https://www.olx.com.pk/item/furniture-urgent-sale-iid-1101104724
Sofa Set//Luxury 6-Seater Sofa Set//3+2+1 Seater//Royal Wooden Carving,85000,"Description Elegant 6-seater sofa set in excellent condition, includes:
Contact More Infor : 0310 / 4939 / 336

	•	1x Three-Seater Sofa
	•	1x Two-Seater Sofa
	•	1x Single-Seater Sofa
	•	Premium beige velvet upholstery with crystal button tufting
	•	Solid carved wooden frame with golden finish
	•	Damask fabric seating with matching cushions
	•	Comfortable + stylish royal design – perfect for drawing room or lounge

 Condition: Excellent, gently used
 Reason for Selling: Shifting house
 Location: johar town, Lahore 

 Price: PKR 85,000 (slightly negotiable)",Used,Sofa Set,,https://www.olx.com.pk/item/sofa-setluxury-6-seater-sofa-set321-seaterroyal-wooden-carving-iid-1105266811
Sofa - Sofa Set - L Shape Sofa - Wooden Sofa - 6 Seater Sofa,60000,"Description I WELCOME TO FAH FURNITURE***

{SPECIAL DISCOUNTED OFFERS}

*****ALL SOFA Set PRICES ARE DIFFERNET*****

Customized colours*

Original Product Manufacturer 

*Graceful and decent design. Best Quality and Finishing. * 

*Solid wood structure and 1st quality material used. * 

*The colour scheme can be changed according to *
your choice *

 Explore Our Full Range:
 www. fahfurniture. com

 Call or WhatsApp Us Anytime:
 0 3 3 0 / 4 0 3 8 / 7 0 0

 We're always ready to assist you!",New,Sofa Set,,https://www.olx.com.pk/item/sofa-sofa-set-l-shape-sofa-wooden-sofa-6-seater-sofa-iid-1104274654
"Dining Table |Wooden, Glass, Pvc |Customized Designs Dining",80000,"Description ""The AB Furniture - Elevate Your Dining Experience with Our Stylish Luxury Dining Tables at Affordable Prices!

At The AB Furniture, we believe that dining tables are more than just a piece of furniture - they're the heart of your home where memories are made. That's why we offer an exclusive range of stylish luxury dining tables that combine elegance, comfort, and affordability. 

Our dining tables are designed to impress, with:

- Sleek and modern designs that elevate your dining space
- High-quality materials and craftsmanship that ensure durability
- Affordable prices that fit your budget

Whether you're looking to create a warm and inviting atmosphere for family gatherings or a sophisticated setting for dinner parties, our luxury dining tables are the perfect choice. 

Why Choose The AB Furniture?

- Stylish and luxurious dining tables at affordable prices
- High-quality materials and craftsmanship
- Exclusive designs that elevate your dining space
- Excellent customer service and support

Visit us today and discover the perfect luxury dining table for your home!",New,Dining Tables,,https://www.olx.com.pk/item/dining-table-wooden-glass-pvc-customized-designs-dining-iid-1099190360
Sofa set,30000,Description I am selling ragzine sofa set in good condition only serious coustmers contact me,Used,Sofa Set,,https://www.olx.com.pk/item/sofa-set-iid-1105434228
LED Light Strip,100,"Description 100 per meter
Hummey 8500 ka 70 meter pada ha, Bill available
Tqrbn adhi bach gyi islye sale kr rhey ha
Call & Whatsapp: 0301–6021—230",,,,https://www.olx.com.pk/item/led-light-strip-iid-1105434252
shesham wood chairs for sale,33000,Description selling 4 shesham wood chairs,Used,Dining Chairs,,https://www.olx.com.pk/item/shesham-wood-chairs-for-sale-iid-1101408204
sofa cum bed,6000,"Description sofa cum bed 
8 inch thickness 
with 5 feet (full size)",Used,,,https://www.olx.com.pk/item/sofa-cum-bed-iid-1105434277
wooden door,25000,"Description 2 x door 4ft
original dyar ki lakri hai
with chokhat
double door 
price is final",New,Kitchen Fittings,,https://www.olx.com.pk/item/wooden-door-iid-1105434308
Dewan \ sofa \ 3 seater dewan \ wooden dewan \ poshish dewan for sale,28000,"Description -------------------dewan sofa-------------------

dewan sofa with cousions available in very reasonable rate
condition 10/10

price will be negotiable

only serious buyers contact on my whatsapp

0/3/2/1/8/8/3/0/4/1/0",Used,Dewan,,https://www.olx.com.pk/item/dewan-sofa-3-seater-dewan-wooden-dewan-poshish-dewan-for-sale-iid-1105434318
Dressing table,20000,"Description Dressing ta ble dual 
Lasani lakkri",,,,https://www.olx.com.pk/item/dressing-table-iid-1105434347
Table pure wood,50000,Description A table | Table | table pure wood,,,,https://www.olx.com.pk/item/table-pure-wood-iid-1105434348
8.8 SALE on Twin Single Bed,62000,"Description Set included: Twin Single bed with 1 sidetable
Not included: Mattress & Bedding
Color: Baige, Blue, Grey, Green, Pink, Red,
===
Product details:
Material & Finish: Veneers wood frame/ MDF/ Regents Lux Velvet / Strip Design / Foam Padding/ Finish: Gold Plated, 
MDF Floor Required: Yes
===

Composition & Warranty/ Delivery Information:

Manufacture: United Furniture
Price: Price will be less upon request
Availability: Request under the order [IF out of stock]
Production time: 2 days
Delivery time- 3 days- 1 week after the order is place
==
Policies & Plans:
--
Warranty plan:

To provide our customers with added peace of mind, United Furniture Center has instituted the 
Solid Gold Warranty program. These extended Warranty Programs are Available on Veneers, MDF, Solid wood and Plywood,
===
Warranty plan: 30 Days Limited Solid wood and plywood

====

Online Order & Delivery: 

United Furniture Center secures and consolidates online orders placed by its customers. And after placing an order, it ensures safe and on-time delivery. 
Within one to two business days of placing an order, 
you will be contacted to schedule In-Home Delivery.",New,Single Bed,Wooden,https://www.olx.com.pk/item/88-sale-on-twin-single-bed-iid-1089014544
